name,score,state,timestamp
绣春刀2,0.732467532468,1,2017-07-27
绣春刀2,0.507913139492,0,2017-07-28
绣春刀2,0.677217519323,1,2017-07-28
绣春刀2,0.378756689996,0,2017-07-29
绣春刀2,0.872787155208,1,2017-07-29
绣春刀2,0.46031170714,0,2017-07-30
绣春刀2,0.74302283436,1,2017-07-30
绣春刀2,0.461630695444,0,2017-07-31
绣春刀2,0.749400479616,1,2017-07-31
绣春刀2,0.485436893204,0,2017-08-01
绣春刀2,0.733549083064,1,2017-08-01
绣春刀2,0.634441087613,0,2017-08-02
绣春刀2,0.604229607251,1,2017-08-02
绣春刀2,0.523560209424,0,2017-08-03
绣春刀2,0.628272251309,1,2017-08-03
绣春刀2,0.397163120567,0,2017-08-04
绣春刀2,0.836879432624,1,2017-08-04
绣春刀2,0.437262357414,0,2017-08-05
绣春刀2,0.684410646388,1,2017-08-05
绣春刀2,0.328467153285,0,2017-08-06
绣春刀2,0.802919708029,1,2017-08-06
绣春刀2,0.262582056893,0,2017-08-07
绣春刀2,0.940919037199,1,2017-08-07
绣春刀2,0.0,0,2017-08-08
绣春刀2,1.25,1,2017-08-08
拆弹专家,1.0,0,2017-04-02
拆弹专家,0.0,1,2017-04-02
拆弹专家,0.0,0,2017-04-04
拆弹专家,1.0,1,2017-04-04
拆弹专家,0.0,0,2017-04-05
拆弹专家,1.11111111111,1,2017-04-05
拆弹专家,0.0,0,2017-04-07
拆弹专家,1.11111111111,1,2017-04-07
拆弹专家,0.0,0,2017-04-08
拆弹专家,1.0,1,2017-04-08
拆弹专家,1.0,0,2017-04-11
拆弹专家,0.0,1,2017-04-11
拆弹专家,0.0,0,2017-04-13
拆弹专家,1.07142857143,1,2017-04-13
拆弹专家,0.0,0,2017-04-14
拆弹专家,1.0,1,2017-04-14
拆弹专家,0.4,0,2017-04-16
拆弹专家,0.8,1,2017-04-16
拆弹专家,0.555555555556,0,2017-04-17
拆弹专家,0.555555555556,1,2017-04-17
拆弹专家,0.227272727273,0,2017-04-18
